order_item_id,order_id,product_id,quantity,unit_price,cost_price,discount_pct,tax_amount,shipping_fee,is_refunded
ITEM000861,ORD02959,PROD026,2,1183.54,583,0.0,426.07,0,False
ITEM000862,ORD01152,PROD009,4,798.08,513,0.0,574.62,60,False
ITEM000863,ORD01219,PROD005,4,1420.47,774,0.0,1022.74,0,False
ITEM000864,ORD01218,PROD039,1,3056.1,1243,0.1,550.1,60,False
ITEM000865,ORD02232,PROD033,4,1502.15,1017,0.0,1081.54,40,False
ITEM000866,ORD00247,PROD004,4,752.0,464,0.05,541.44,60,False
ITEM000867,ORD02043,PROD028,3,2252.23,1447,0.05,1216.2,0,False
ITEM000868,ORD02372,PROD026,1,1183.54,583,0.2,213.04,0,False
ITEM000869,ORD02208,PROD004,3,752.0,464,0.05,406.08,40,False
ITEM000870,ORD00706,PROD016,4,2282.55,1535,0.0,1643.43,0,False
ITEM000871,ORD02670,PROD037,1,281.16,121,0.0,50.61,60,False
ITEM000872,ORD02973,PROD022,4,526.43,377,0.0,379.03,40,True
ITEM000873,ORD02114,PROD036,1,1349.98,804,0.1,243.0,0,False
ITEM000874,ORD02978,PROD038,2,1040.09,573,0.05,374.43,40,False
ITEM000875,ORD00254,PROD035,2,2016.46,985,0.05,725.93,100,False
ITEM000876,ORD00283,PROD025,1,3468.6,1987,0.0,624.35,0,False
ITEM000877,ORD02166,PROD008,4,1007.3,566,0.1,725.25,0,False
ITEM000878,ORD00423,PROD017,1,877.06,671,0.05,157.87,60,False
ITEM000879,ORD02604,PROD018,4,904.74,434,0.2,651.41,0,False
ITEM000880,ORD02022,PROD050,2,2095.72,1047,0.05,754.46,0,False
ITEM000881,ORD00036,PROD012,4,2422.91,1356,0.0,1744.49,0,False
ITEM000882,ORD00531,PROD033,3,1502.15,1017,0.0,811.16,0,False
ITEM000883,ORD00091,PROD023,2,2324.12,1319,0.0,836.68,40,False
ITEM000884,ORD01941,PROD012,3,2422.91,1356,0.1,1308.37,40,False
ITEM000885,ORD01943,PROD011,2,1201.51,685,0.1,432.55,100,False
ITEM000886,ORD01241,PROD013,2,1902.92,1347,0.0,685.05,60,False
ITEM000887,ORD01759,PROD035,3,2016.46,985,0.0,1088.89,100,False
ITEM000888,ORD00098,PROD027,1,2343.53,1365,0.0,421.84,0,False
ITEM000889,ORD01480,PROD025,4,3468.6,1987,0.15,2497.39,0,False
ITEM000890,ORD00531,PROD040,2,445.33,309,0.0,160.32,100,False
ITEM000891,ORD01833,PROD003,4,1173.47,955,0.0,844.9,0,False
ITEM000892,ORD02586,PROD049,2,3236.09,1350,0.0,1164.99,60,False
ITEM000893,ORD01052,PROD025,4,3468.6,1987,0.0,2497.39,0,False
ITEM000894,ORD01348,PROD045,2,840.7,384,0.1,302.65,60,False
ITEM000895,ORD00080,PROD010,1,3939.1,1578,0.15,709.04,100,False
ITEM000896,ORD02611,PROD017,2,877.06,671,0.0,315.74,0,False
ITEM000897,ORD01482,PROD003,1,1173.47,955,0.05,211.22,0,False
ITEM000898,ORD00614,PROD045,2,840.7,384,0.0,302.65,0,False
ITEM000899,ORD02224,PROD022,4,526.43,377,0.2,379.03,0,False
ITEM000900,ORD02570,PROD038,3,1040.09,573,0.0,561.65,0,False
ITEM000901,ORD01773,PROD014,2,2440.94,1093,0.0,878.74,40,False
ITEM000902,ORD01481,PROD027,2,2343.53,1365,0.05,843.67,0,False
ITEM000903,ORD00423,PROD042,1,3077.94,1393,0.0,554.03,0,False
ITEM000904,ORD01124,PROD020,4,211.51,136,0.0,152.29,0,False
ITEM000905,ORD02035,PROD048,1,1070.85,862,0.05,192.75,40,False
ITEM000906,ORD02624,PROD018,4,904.74,434,0.1,651.41,0,False
ITEM000907,ORD01404,PROD013,4,1902.92,1347,0.0,1370.1,60,False
ITEM000908,ORD02579,PROD042,1,3077.94,1393,0.05,554.03,60,False
ITEM000909,ORD00332,PROD006,3,2437.09,1107,0.05,1316.03,0,False
ITEM000910,ORD00653,PROD010,4,3939.1,1578,0.05,2836.15,0,False
ITEM000911,ORD00740,PROD037,3,281.16,121,0.05,151.83,60,False
ITEM000912,ORD01113,PROD029,1,2057.71,830,0.05,370.39,0,False
ITEM000913,ORD01628,PROD006,3,2437.09,1107,0.0,1316.03,0,False
ITEM000914,ORD00511,PROD039,4,3056.1,1243,0.0,2200.39,40,False
ITEM000915,ORD00042,PROD011,1,1201.51,685,0.0,216.27,0,False
ITEM000916,ORD00885,PROD048,3,1070.85,862,0.0,578.26,0,False
ITEM000917,ORD01950,PROD025,1,3468.6,1987,0.1,624.35,100,False
ITEM000918,ORD02129,PROD044,1,1806.4,786,0.0,325.15,0,False
ITEM000919,ORD00402,PROD044,3,1806.4,786,0.0,975.46,100,False
ITEM000920,ORD02155,PROD030,4,504.05,291,0.0,362.92,0,False
ITEM000921,ORD01135,PROD020,4,211.51,136,0.0,152.29,60,False
ITEM000922,ORD01238,PROD037,4,281.16,121,0.1,202.44,40,False
ITEM000923,ORD01767,PROD016,4,2282.55,1535,0.0,1643.43,0,False
ITEM000924,ORD01842,PROD031,2,2693.06,1140,0.1,969.5,60,False
ITEM000925,ORD00506,PROD029,1,2057.71,830,0.0,370.39,60,False
ITEM000926,ORD01145,PROD006,1,2437.09,1107,0.15,438.68,0,False
ITEM000927,ORD01842,PROD029,2,2057.71,830,0.2,740.78,60,False
ITEM000928,ORD00720,PROD032,1,933.84,623,0.05,168.09,0,True
ITEM000929,ORD01395,PROD009,1,798.08,513,0.15,143.65,60,True
ITEM000930,ORD00257,PROD037,3,281.16,121,0.05,151.83,60,False
ITEM000931,ORD01721,PROD023,2,2324.12,1319,0.15,836.68,0,False
ITEM000932,ORD01822,PROD016,1,2282.55,1535,0.1,410.86,0,False
ITEM000933,ORD00954,PROD018,1,904.74,434,0.2,162.85,0,False
ITEM000934,ORD02981,PROD019,2,2758.41,1345,0.05,993.03,100,False
ITEM000935,ORD01072,PROD044,2,1806.4,786,0.1,650.3,0,False
ITEM000936,ORD01623,PROD002,3,673.88,547,0.05,363.9,40,False
ITEM000937,ORD00897,PROD010,3,3939.1,1578,0.0,2127.11,0,False
ITEM000938,ORD02067,PROD012,4,2422.91,1356,0.0,1744.49,60,False
ITEM000939,ORD01070,PROD046,4,1641.48,815,0.15,1181.87,40,False
ITEM000940,ORD00451,PROD018,3,904.74,434,0.0,488.56,60,False
ITEM000941,ORD00898,PROD019,1,2758.41,1345,0.05,496.51,100,False
ITEM000942,ORD01080,PROD038,2,1040.09,573,0.0,374.43,0,False
ITEM000943,ORD00741,PROD037,3,281.16,121,0.0,151.83,0,False
ITEM000944,ORD00082,PROD027,4,2343.53,1365,0.15,1687.34,100,False
ITEM000945,ORD00737,PROD048,2,1070.85,862,0.15,385.51,0,False
ITEM000946,ORD00079,PROD014,4,2440.94,1093,0.05,1757.48,60,False
ITEM000947,ORD01686,PROD045,1,840.7,384,0.0,151.33,60,False
ITEM000948,ORD02331,PROD034,1,620.24,500,0.0,111.64,40,True
ITEM000949,ORD01335,PROD002,4,673.88,547,0.0,485.2,0,False
ITEM000950,ORD00997,PROD044,2,1806.4,786,0.0,650.3,0,True
ITEM000951,ORD02208,PROD033,4,1502.15,1017,0.0,1081.54,40,False
ITEM000952,ORD01340,PROD019,2,2758.41,1345,0.05,993.03,0,False
ITEM000953,ORD02003,PROD027,3,2343.53,1365,0.0,1265.51,40,False
ITEM000954,ORD01692,PROD048,4,1070.85,862,0.05,771.01,0,False
ITEM000955,ORD01180,PROD030,4,504.05,291,0.0,362.92,0,False
ITEM000956,ORD02936,PROD007,2,3025.92,1449,0.0,1089.33,0,False
ITEM000957,ORD01738,PROD027,3,2343.53,1365,0.0,1265.51,100,False
ITEM000958,ORD02516,PROD021,2,2650.5,1088,0.2,954.18,40,False
ITEM000959,ORD00853,PROD007,2,3025.92,1449,0.05,1089.33,40,False
ITEM000960,ORD00462,PROD048,4,1070.85,862,0.0,771.01,100,False
ITEM000961,ORD02902,PROD025,4,3468.6,1987,0.05,2497.39,40,False
ITEM000962,ORD00117,PROD038,2,1040.09,573,0.15,374.43,100,False
ITEM000963,ORD01690,PROD018,1,904.74,434,0.1,162.85,0,False
ITEM000964,ORD02412,PROD033,1,1502.15,1017,0.1,270.39,60,False
ITEM000965,ORD01655,PROD033,1,1502.15,1017,0.0,270.39,0,False
ITEM000966,ORD01735,PROD032,4,933.84,623,0.05,672.36,60,False
ITEM000967,ORD01937,PROD025,4,3468.6,1987,0.1,2497.39,60,False
ITEM000968,ORD00466,PROD014,3,2440.94,1093,0.05,1318.11,0,False
ITEM000969,ORD01799,PROD038,4,1040.09,573,0.15,748.87,0,False
ITEM000970,ORD02232,PROD038,3,1040.09,573,0.0,561.65,60,False
ITEM000971,ORD00660,PROD004,4,752.0,464,0.0,541.44,0,False
ITEM000972,ORD02123,PROD044,1,1806.4,786,0.15,325.15,60,False
ITEM000973,ORD02874,PROD018,1,904.74,434,0.05,162.85,0,False
ITEM000974,ORD01715,PROD010,2,3939.1,1578,0.0,1418.08,100,True
ITEM000975,ORD02551,PROD035,2,2016.46,985,0.0,725.93,0,False
ITEM000976,ORD00795,PROD035,3,2016.46,985,0.15,1088.89,40,False
ITEM000977,ORD01587,PROD040,3,445.33,309,0.0,240.48,0,True
ITEM000978,ORD00587,PROD023,2,2324.12,1319,0.0,836.68,0,False
ITEM000979,ORD02704,PROD025,3,3468.6,1987,0.0,1873.04,0,False
ITEM000980,ORD02748,PROD001,4,1746.41,799,0.15,1257.41,0,False
ITEM000981,ORD00635,PROD018,1,904.74,434,0.15,162.85,0,False
ITEM000982,ORD02892,PROD015,2,4106.89,1954,0.05,1478.48,60,False
ITEM000983,ORD01275,PROD025,2,3468.6,1987,0.05,1248.7,0,False
ITEM000984,ORD02883,PROD032,4,933.84,623,0.0,672.36,60,False
ITEM000985,ORD01154,PROD020,3,211.51,136,0.0,114.22,0,False
ITEM000986,ORD02812,PROD017,2,877.06,671,0.1,315.74,40,False
ITEM000987,ORD00358,PROD011,2,1201.51,685,0.0,432.55,0,False
ITEM000988,ORD02740,PROD013,4,1902.92,1347,0.0,1370.1,40,False
ITEM000989,ORD01432,PROD025,1,3468.6,1987,0.05,624.35,40,False
ITEM000990,ORD01885,PROD020,2,211.51,136,0.0,76.14,0,False
ITEM000991,ORD01519,PROD025,2,3468.6,1987,0.05,1248.7,0,False
ITEM000992,ORD00622,PROD042,4,3077.94,1393,0.05,2216.12,0,False
ITEM000993,ORD00482,PROD045,2,840.7,384,0.1,302.65,0,True
ITEM000994,ORD00980,PROD049,2,3236.09,1350,0.0,1164.99,0,False
ITEM000995,ORD01874,PROD031,1,2693.06,1140,0.0,484.75,0,False
ITEM000996,ORD00978,PROD001,2,1746.41,799,0.05,628.71,40,False
ITEM000997,ORD01538,PROD016,4,2282.55,1535,0.2,1643.43,0,False
ITEM000998,ORD02338,PROD048,1,1070.85,862,0.0,192.75,0,False
ITEM000999,ORD01321,PROD028,1,2252.23,1447,0.2,405.4,0,False
ITEM001000,ORD01705,PROD021,1,2650.5,1088,0.1,477.09,40,False
ITEM001001,ORD02800,PROD030,3,504.05,291,0.1,272.19,0,False
ITEM001002,ORD01995,PROD003,4,1173.47,955,0.0,844.9,40,False
ITEM001003,ORD02071,PROD034,3,620.24,500,0.0,334.93,60,False
ITEM001004,ORD00806,PROD006,2,2437.09,1107,0.0,877.35,40,True
ITEM001005,ORD02220,PROD043,1,1768.37,803,0.0,318.31,0,False
ITEM001006,ORD00835,PROD029,3,2057.71,830,0.2,1111.16,40,False
ITEM001007,ORD02366,PROD003,2,1173.47,955,0.0,422.45,0,False
ITEM001008,ORD00908,PROD033,3,1502.15,1017,0.05,811.16,100,False
ITEM001009,ORD02846,PROD011,1,1201.51,685,0.0,216.27,60,False
ITEM001010,ORD00855,PROD045,2,840.7,384,0.1,302.65,0,True
ITEM001011,ORD02729,PROD005,1,1420.47,774,0.0,255.69,100,False
ITEM001012,ORD00916,PROD050,1,2095.72,1047,0.0,377.23,40,False
ITEM001013,ORD00843,PROD032,3,933.84,623,0.0,504.27,0,False
ITEM001014,ORD02531,PROD047,4,2465.74,1799,0.1,1775.33,0,False
ITEM001015,ORD00132,PROD018,2,904.74,434,0.0,325.71,40,False
ITEM001016,ORD01117,PROD047,2,2465.74,1799,0.0,887.67,60,False
ITEM001017,ORD00861,PROD020,4,211.51,136,0.0,152.29,60,False
ITEM001018,ORD00294,PROD039,2,3056.1,1243,0.2,1100.2,40,False
ITEM001019,ORD02689,PROD049,3,3236.09,1350,0.05,1747.49,0,False
ITEM001020,ORD01000,PROD040,2,445.33,309,0.1,160.32,40,False
ITEM001021,ORD02440,PROD028,3,2252.23,1447,0.05,1216.2,60,True
ITEM001022,ORD02297,PROD013,2,1902.92,1347,0.0,685.05,0,False
ITEM001023,ORD02751,PROD026,3,1183.54,583,0.05,639.11,0,False
ITEM001024,ORD01261,PROD016,4,2282.55,1535,0.0,1643.43,40,False
ITEM001025,ORD00287,PROD025,2,3468.6,1987,0.0,1248.7,60,False
ITEM001026,ORD02325,PROD010,3,3939.1,1578,0.05,2127.11,60,False
ITEM001027,ORD02435,PROD029,1,2057.71,830,0.05,370.39,0,False
ITEM001028,ORD00450,PROD046,1,1641.48,815,0.0,295.47,0,False
ITEM001029,ORD02339,PROD038,1,1040.09,573,0.0,187.22,60,False
ITEM001030,ORD02491,PROD020,2,211.51,136,0.1,76.14,60,False
ITEM001031,ORD02704,PROD026,3,1183.54,583,0.1,639.11,0,False
ITEM001032,ORD01208,PROD032,1,933.84,623,0.0,168.09,40,False
ITEM001033,ORD01779,PROD039,2,3056.1,1243,0.0,1100.2,100,False
ITEM001034,ORD02875,PROD038,3,1040.09,573,0.15,561.65,100,False
ITEM001035,ORD01970,PROD049,1,3236.09,1350,0.1,582.5,60,False
ITEM001036,ORD00476,PROD024,1,2463.1,1015,0.2,443.36,0,False
ITEM001037,ORD00253,PROD031,2,2693.06,1140,0.0,969.5,60,False
ITEM001038,ORD01420,PROD040,3,445.33,309,0.0,240.48,0,False
ITEM001039,ORD02337,PROD012,2,2422.91,1356,0.0,872.25,60,False
ITEM001040,ORD01236,PROD036,1,1349.98,804,0.05,243.0,0,False
ITEM001041,ORD01000,PROD010,2,3939.1,1578,0.0,1418.08,40,False
ITEM001042,ORD00021,PROD006,2,2437.09,1107,0.0,877.35,40,False
ITEM001043,ORD00316,PROD007,1,3025.92,1449,0.0,544.67,60,False
ITEM001044,ORD02612,PROD031,1,2693.06,1140,0.05,484.75,40,False
ITEM001045,ORD01462,PROD027,3,2343.53,1365,0.0,1265.51,0,False
ITEM001046,ORD01447,PROD008,3,1007.3,566,0.05,543.94,60,False
ITEM001047,ORD01257,PROD003,1,1173.47,955,0.15,211.22,0,False
ITEM001048,ORD02171,PROD040,1,445.33,309,0.1,80.16,0,True
ITEM001049,ORD02922,PROD047,4,2465.74,1799,0.0,1775.33,100,False
ITEM001050,ORD00960,PROD021,4,2650.5,1088,0.2,1908.36,40,False
ITEM001051,ORD02262,PROD001,3,1746.41,799,0.0,943.06,60,False
ITEM001052,ORD01946,PROD045,2,840.7,384,0.0,302.65,40,False
ITEM001053,ORD00839,PROD050,1,2095.72,1047,0.2,377.23,60,False
ITEM001054,ORD02695,PROD015,1,4106.89,1954,0.0,739.24,60,False
ITEM001055,ORD00968,PROD007,2,3025.92,1449,0.05,1089.33,40,False
ITEM001056,ORD01854,PROD015,3,4106.89,1954,0.0,2217.72,100,False
ITEM001057,ORD02778,PROD025,4,3468.6,1987,0.05,2497.39,0,False
ITEM001058,ORD00600,PROD003,3,1173.47,955,0.05,633.67,60,False
ITEM001059,ORD00792,PROD030,2,504.05,291,0.0,181.46,60,True
ITEM001060,ORD00040,PROD014,1,2440.94,1093,0.05,439.37,0,False
ITEM001061,ORD02800,PROD004,4,752.0,464,0.1,541.44,0,False
ITEM001062,ORD02991,PROD036,2,1349.98,804,0.0,485.99,100,False
ITEM001063,ORD00648,PROD003,1,1173.47,955,0.0,211.22,0,False
ITEM001064,ORD00182,PROD005,3,1420.47,774,0.0,767.06,0,False
ITEM001065,ORD00265,PROD025,4,3468.6,1987,0.1,2497.39,0,False
ITEM001066,ORD02819,PROD031,1,2693.06,1140,0.1,484.75,0,False
ITEM001067,ORD00863,PROD011,1,1201.51,685,0.15,216.27,60,False
ITEM001068,ORD00432,PROD008,1,1007.3,566,0.0,181.31,0,False
ITEM001069,ORD01220,PROD026,1,1183.54,583,0.0,213.04,0,False
ITEM001070,ORD00509,PROD002,1,673.88,547,0.0,121.3,60,False
ITEM001071,ORD00447,PROD028,3,2252.23,1447,0.0,1216.2,0,False
ITEM001072,ORD00528,PROD048,2,1070.85,862,0.05,385.51,40,False
ITEM001073,ORD02923,PROD010,4,3939.1,1578,0.2,2836.15,60,False
ITEM001074,ORD01754,PROD050,3,2095.72,1047,0.0,1131.69,60,True
ITEM001075,ORD01629,PROD039,4,3056.1,1243,0.2,2200.39,60,False
ITEM001076,ORD01163,PROD037,1,281.16,121,0.0,50.61,0,False
ITEM001077,ORD00669,PROD039,2,3056.1,1243,0.15,1100.2,0,False
ITEM001078,ORD00847,PROD021,1,2650.5,1088,0.0,477.09,0,False
ITEM001079,ORD02118,PROD028,3,2252.23,1447,0.15,1216.2,0,False
ITEM001080,ORD02864,PROD038,3,1040.09,573,0.0,561.65,40,False
ITEM001081,ORD01771,PROD033,4,1502.15,1017,0.15,1081.54,0,False
ITEM001082,ORD01826,PROD011,1,1201.51,685,0.0,216.27,40,False
ITEM001083,ORD00446,PROD045,1,840.7,384,0.0,151.33,0,False
ITEM001084,ORD01026,PROD044,2,1806.4,786,0.0,650.3,0,False
ITEM001085,ORD01772,PROD001,2,1746.41,799,0.0,628.71,0,False
ITEM001086,ORD01360,PROD047,1,2465.74,1799,0.05,443.83,0,False
ITEM001087,ORD00019,PROD033,4,1502.15,1017,0.2,1081.54,40,False
ITEM001088,ORD02018,PROD003,2,1173.47,955,0.05,422.45,40,False
ITEM001089,ORD00561,PROD026,1,1183.54,583,0.1,213.04,60,False
ITEM001090,ORD00472,PROD015,1,4106.89,1954,0.0,739.24,60,False
ITEM001091,ORD00028,PROD041,1,943.33,405,0.05,169.8,60,False
ITEM001092,ORD00560,PROD014,3,2440.94,1093,0.0,1318.11,40,False
ITEM001093,ORD02656,PROD023,4,2324.12,1319,0.15,1673.37,0,False
ITEM001094,ORD00458,PROD008,1,1007.3,566,0.0,181.31,0,False
ITEM001095,ORD00945,PROD036,1,1349.98,804,0.05,243.0,60,False
ITEM001096,ORD01200,PROD020,1,211.51,136,0.0,38.07,0,False
ITEM001097,ORD00984,PROD006,2,2437.09,1107,0.0,877.35,0,False
ITEM001098,ORD00868,PROD033,1,1502.15,1017,0.0,270.39,0,False
ITEM001099,ORD02077,PROD028,3,2252.23,1447,0.0,1216.2,0,False
ITEM001100,ORD01980,PROD050,3,2095.72,1047,0.0,1131.69,60,False
ITEM001101,ORD02717,PROD038,4,1040.09,573,0.0,748.87,0,False
ITEM001102,ORD00826,PROD030,1,504.05,291,0.1,90.73,0,False
ITEM001103,ORD00816,PROD046,1,1641.48,815,0.0,295.47,0,False
ITEM001104,ORD02327,PROD043,1,1768.37,803,0.15,318.31,40,False
ITEM001105,ORD02331,PROD017,3,877.06,671,0.0,473.61,60,False
ITEM001106,ORD01003,PROD009,2,798.08,513,0.0,287.31,0,False
ITEM001107,ORD01543,PROD028,2,2252.23,1447,0.05,810.8,60,True
ITEM001108,ORD02353,PROD007,1,3025.92,1449,0.05,544.67,0,False
ITEM001109,ORD02742,PROD046,2,1641.48,815,0.0,590.93,40,False
ITEM001110,ORD00109,PROD028,4,2252.23,1447,0.05,1621.6,60,False
ITEM001111,ORD02372,PROD017,3,877.06,671,0.0,473.61,100,False
ITEM001112,ORD01230,PROD040,1,445.33,309,0.05,80.16,0,False
ITEM001113,ORD01962,PROD048,2,1070.85,862,0.05,385.51,0,False
ITEM001114,ORD02506,PROD044,1,1806.4,786,0.0,325.15,0,False
ITEM001115,ORD01964,PROD044,1,1806.4,786,0.1,325.15,0,False
ITEM001116,ORD02530,PROD005,3,1420.47,774,0.1,767.06,0,False
ITEM001117,ORD00922,PROD005,3,1420.47,774,0.0,767.06,0,False
ITEM001118,ORD01431,PROD014,2,2440.94,1093,0.1,878.74,0,False
ITEM001119,ORD01533,PROD006,3,2437.09,1107,0.15,1316.03,100,False
ITEM001120,ORD01893,PROD007,4,3025.92,1449,0.05,2178.66,0,False
ITEM001121,ORD02568,PROD017,1,877.06,671,0.0,157.87,100,False
ITEM001122,ORD01422,PROD009,3,798.08,513,0.15,430.96,60,False
ITEM001123,ORD01223,PROD031,2,2693.06,1140,0.0,969.5,60,False
ITEM001124,ORD00391,PROD022,2,526.43,377,0.0,189.52,100,False
ITEM001125,ORD01673,PROD045,2,840.7,384,0.0,302.65,60,False
ITEM001126,ORD02819,PROD009,4,798.08,513,0.1,574.62,60,False
ITEM001127,ORD01870,PROD016,3,2282.55,1535,0.15,1232.57,0,False
ITEM001128,ORD02961,PROD036,3,1349.98,804,0.05,728.99,40,False
ITEM001129,ORD01522,PROD034,4,620.24,500,0.2,446.57,100,False
ITEM001130,ORD01196,PROD045,3,840.7,384,0.0,453.98,0,False
ITEM001131,ORD02134,PROD013,3,1902.92,1347,0.0,1027.58,0,False
ITEM001132,ORD02606,PROD019,3,2758.41,1345,0.05,1489.54,60,False
ITEM001133,ORD00858,PROD012,4,2422.91,1356,0.2,1744.49,40,False
ITEM001134,ORD01210,PROD036,4,1349.98,804,0.05,971.99,60,False
ITEM001135,ORD01517,PROD010,2,3939.1,1578,0.0,1418.08,0,True
ITEM001136,ORD01651,PROD016,4,2282.55,1535,0.0,1643.43,40,False
ITEM001137,ORD02714,PROD028,4,2252.23,1447,0.0,1621.6,0,False
ITEM001138,ORD01154,PROD019,2,2758.41,1345,0.0,993.03,100,False
ITEM001139,ORD00843,PROD040,4,445.33,309,0.0,320.63,0,False
ITEM001140,ORD01105,PROD006,3,2437.09,1107,0.15,1316.03,60,False
ITEM001141,ORD01826,PROD004,1,752.0,464,0.05,135.36,0,False
ITEM001142,ORD01683,PROD030,2,504.05,291,0.05,181.46,0,False
ITEM001143,ORD00295,PROD039,1,3056.1,1243,0.0,550.1,0,False
ITEM001144,ORD02002,PROD031,1,2693.06,1140,0.0,484.75,0,False
ITEM001145,ORD02317,PROD046,2,1641.48,815,0.05,590.93,40,False
ITEM001146,ORD00645,PROD027,1,2343.53,1365,0.15,421.84,0,False
ITEM001147,ORD02583,PROD045,1,840.7,384,0.05,151.33,0,False
ITEM001148,ORD02136,PROD021,2,2650.5,1088,0.15,954.18,0,False
ITEM001149,ORD00925,PROD037,2,281.16,121,0.1,101.22,60,False
ITEM001150,ORD01648,PROD009,3,798.08,513,0.0,430.96,0,False
ITEM001151,ORD00111,PROD035,2,2016.46,985,0.0,725.93,0,False
ITEM001152,ORD00584,PROD042,4,3077.94,1393,0.05,2216.12,40,False
ITEM001153,ORD01487,PROD047,1,2465.74,1799,0.0,443.83,100,False
ITEM001154,ORD00769,PROD021,2,2650.5,1088,0.0,954.18,60,False
ITEM001155,ORD01180,PROD017,3,877.06,671,0.0,473.61,60,False
ITEM001156,ORD01649,PROD024,2,2463.1,1015,0.0,886.72,0,False
ITEM001157,ORD02286,PROD031,1,2693.06,1140,0.15,484.75,60,False
ITEM001158,ORD02382,PROD006,2,2437.09,1107,0.0,877.35,60,False
ITEM001159,ORD00106,PROD035,1,2016.46,985,0.0,362.96,100,False
ITEM001160,ORD01723,PROD050,2,2095.72,1047,0.05,754.46,0,False
ITEM001161,ORD01695,PROD037,3,281.16,121,0.05,151.83,100,False
ITEM001162,ORD01734,PROD013,4,1902.92,1347,0.05,1370.1,0,False
ITEM001163,ORD00382,PROD025,3,3468.6,1987,0.15,1873.04,40,False
ITEM001164,ORD02737,PROD032,2,933.84,623,0.1,336.18,0,False
ITEM001165,ORD00261,PROD001,1,1746.41,799,0.05,314.35,0,False
ITEM001166,ORD01823,PROD049,3,3236.09,1350,0.0,1747.49,40,False
ITEM001167,ORD01317,PROD035,4,2016.46,985,0.0,1451.85,0,False
ITEM001168,ORD01359,PROD019,4,2758.41,1345,0.05,1986.06,60,True
ITEM001169,ORD02703,PROD012,1,2422.91,1356,0.1,436.12,40,False
ITEM001170,ORD00820,PROD040,2,445.33,309,0.2,160.32,40,False
ITEM001171,ORD00709,PROD040,3,445.33,309,0.05,240.48,0,False
ITEM001172,ORD02524,PROD047,3,2465.74,1799,0.05,1331.5,100,False
ITEM001173,ORD00907,PROD043,1,1768.37,803,0.0,318.31,40,False
ITEM001174,ORD02603,PROD020,3,211.51,136,0.0,114.22,0,False
ITEM001175,ORD00663,PROD033,1,1502.15,1017,0.0,270.39,60,False
ITEM001176,ORD01320,PROD029,1,2057.71,830,0.0,370.39,0,False
ITEM001177,ORD02623,PROD016,2,2282.55,1535,0.0,821.72,0,False
ITEM001178,ORD02690,PROD014,1,2440.94,1093,0.0,439.37,40,False
ITEM001179,ORD00463,PROD007,3,3025.92,1449,0.05,1634.0,40,False
ITEM001180,ORD02903,PROD006,1,2437.09,1107,0.05,438.68,0,False
ITEM001181,ORD00585,PROD021,3,2650.5,1088,0.05,1431.27,0,False
ITEM001182,ORD00943,PROD036,1,1349.98,804,0.0,243.0,100,False
ITEM001183,ORD02664,PROD022,2,526.43,377,0.0,189.52,0,False
ITEM001184,ORD00158,PROD040,2,445.33,309,0.2,160.32,0,False
ITEM001185,ORD02320,PROD019,1,2758.41,1345,0.0,496.51,100,False
ITEM001186,ORD01851,PROD025,1,3468.6,1987,0.15,624.35,0,False
ITEM001187,ORD01327,PROD003,1,1173.47,955,0.0,211.22,40,False
ITEM001188,ORD02718,PROD036,2,1349.98,804,0.05,485.99,0,False
ITEM001189,ORD02669,PROD045,4,840.7,384,0.0,605.31,40,False
ITEM001190,ORD02569,PROD034,1,620.24,500,0.0,111.64,0,False
ITEM001191,ORD02107,PROD011,4,1201.51,685,0.0,865.09,100,False
ITEM001192,ORD01382,PROD048,1,1070.85,862,0.1,192.75,0,False
ITEM001193,ORD00704,PROD042,3,3077.94,1393,0.0,1662.09,40,False
ITEM001194,ORD00648,PROD047,2,2465.74,1799,0.05,887.67,100,False
ITEM001195,ORD02939,PROD027,4,2343.53,1365,0.0,1687.34,100,False
ITEM001196,ORD02484,PROD042,4,3077.94,1393,0.0,2216.12,0,False
ITEM001197,ORD00146,PROD002,2,673.88,547,0.15,242.6,60,False
ITEM001198,ORD02907,PROD006,4,2437.09,1107,0.15,1754.71,0,True
ITEM001199,ORD01376,PROD046,1,1641.48,815,0.05,295.47,40,False
ITEM001200,ORD01824,PROD002,4,673.88,547,0.0,485.2,0,False
ITEM001201,ORD00245,PROD042,1,3077.94,1393,0.0,554.03,0,False
ITEM001202,ORD01584,PROD017,4,877.06,671,0.2,631.48,0,False
ITEM001203,ORD02349,PROD040,3,445.33,309,0.0,240.48,40,False
ITEM001204,ORD02486,PROD048,4,1070.85,862,0.1,771.01,40,False
ITEM001205,ORD00868,PROD014,4,2440.94,1093,0.0,1757.48,0,False
ITEM001206,ORD02148,PROD010,1,3939.1,1578,0.2,709.04,40,False
ITEM001207,ORD02773,PROD045,2,840.7,384,0.0,302.65,100,False
ITEM001208,ORD02862,PROD033,3,1502.15,1017,0.0,811.16,60,False
ITEM001209,ORD00480,PROD042,2,3077.94,1393,0.05,1108.06,0,False
ITEM001210,ORD02463,PROD012,1,2422.91,1356,0.2,436.12,100,False
ITEM001211,ORD02213,PROD032,3,933.84,623,0.2,504.27,40,False
ITEM001212,ORD01936,PROD049,4,3236.09,1350,0.1,2329.98,0,False
ITEM001213,ORD01966,PROD024,2,2463.1,1015,0.1,886.72,40,False
