order_id,order_date,customer_id,payment_status,fulfillment_status,channel
ORD00413,2023-05-21,CUST0176,Paid,Shipped,Amazon Ads
ORD00414,2023-04-28,CUST0018,Paid,Shipped,Flipkart Ads
ORD00415,2023-10-04,CUST0371,Failed,Shipped,Instagram
ORD00416,2024-12-26,CUST0460,Paid,Returned,Amazon Ads
ORD00417,2023-08-08,CUST0424,Paid,Shipped,Direct
ORD00418,2023-01-26,CUST0401,Pending,Shipped,Amazon Ads
ORD00419,2024-06-04,CUST0399,Paid,Shipped,Amazon Ads
ORD00420,2023-01-10,CUST0106,Paid,Returned,Instagram
ORD00421,2024-01-13,CUST0271,Pending,Shipped,Email
ORD00422,2024-09-24,CUST0463,Paid,Delivered,Google Ads
ORD00423,2024-09-28,CUST0319,Pending,Delivered,Direct
ORD00424,2024-11-12,CUST0167,Paid,Delivered,Email
ORD00425,2024-08-06,CUST0013,Paid,Shipped,Flipkart Ads
ORD00426,2023-06-01,CUST0337,Paid,Shipped,Direct
ORD00427,2024-12-20,CUST0032,Paid,Shipped,Google Ads
ORD00428,2023-02-18,CUST0393,Paid,Shipped,Flipkart Ads
ORD00429,2023-06-03,CUST0040,Paid,Shipped,Instagram
ORD00430,2023-10-20,CUST0148,Pending,Shipped,Email
ORD00431,2024-08-02,CUST0218,Paid,Shipped,Direct
ORD00432,2023-02-19,CUST0219,Paid,Shipped,Amazon Ads
ORD00433,2024-10-25,CUST0469,Paid,Shipped,Google Ads
ORD00434,2024-06-14,CUST0082,Paid,Shipped,Direct
ORD00435,2024-09-03,CUST0333,Paid,Shipped,Amazon Ads
ORD00436,2023-03-01,CUST0208,Paid,Shipped,Direct
ORD00437,2023-06-16,CUST0201,Paid,Shipped,Flipkart Ads
ORD00438,2023-07-21,CUST0447,Paid,Delivered,Amazon Ads
ORD00439,2023-05-26,CUST0332,Paid,Shipped,Amazon Ads
ORD00440,2024-11-06,CUST0428,Paid,Shipped,Direct
ORD00441,2024-03-14,CUST0038,Paid,Shipped,Instagram
ORD00442,2023-08-30,CUST0211,Paid,Shipped,Instagram
ORD00443,2024-08-03,CUST0444,Paid,Shipped,Email
ORD00444,2024-11-17,CUST0327,Paid,Shipped,Flipkart Ads
ORD00445,2024-07-14,CUST0249,Paid,Shipped,Instagram
ORD00446,2024-04-27,CUST0227,Paid,Shipped,Direct
ORD00447,2023-04-18,CUST0048,Paid,Shipped,Instagram
ORD00448,2023-08-14,CUST0018,Paid,Shipped,Email
ORD00449,2024-11-03,CUST0400,Paid,Shipped,Google Ads
ORD00450,2024-09-22,CUST0439,Pending,Shipped,Email
ORD00451,2024-10-22,CUST0295,Paid,Shipped,Amazon Ads
ORD00452,2024-10-23,CUST0196,Paid,Shipped,Amazon Ads
ORD00453,2024-03-07,CUST0187,Paid,Shipped,Instagram
ORD00454,2024-10-16,CUST0345,Pending,Delivered,Instagram
ORD00455,2024-02-23,CUST0224,Paid,Shipped,Email
ORD00456,2024-03-30,CUST0318,Paid,Shipped,Email
ORD00457,2023-06-09,CUST0488,Paid,Delivered,Direct
ORD00458,2024-06-06,CUST0397,Paid,Shipped,Flipkart Ads
ORD00459,2024-10-11,CUST0365,Paid,Shipped,Direct
ORD00460,2024-08-12,CUST0337,Paid,Returned,Amazon Ads
ORD00461,2023-03-18,CUST0497,Paid,Delivered,Direct
ORD00462,2024-05-23,CUST0229,Pending,Shipped,Email
ORD00463,2024-03-16,CUST0390,Paid,Shipped,Direct
ORD00464,2023-09-11,CUST0467,Paid,Delivered,Google Ads
ORD00465,2023-11-16,CUST0077,Paid,Shipped,Flipkart Ads
ORD00466,2023-09-20,CUST0188,Paid,Delivered,Email
ORD00467,2024-08-19,CUST0346,Paid,Shipped,Instagram
ORD00468,2024-10-19,CUST0270,Paid,Shipped,Direct
ORD00469,2024-07-07,CUST0095,Paid,Returned,Email
ORD00470,2024-01-09,CUST0310,Paid,Delivered,Instagram
ORD00471,2024-09-28,CUST0132,Paid,Shipped,Instagram
ORD00472,2023-06-16,CUST0039,Paid,Shipped,Amazon Ads
ORD00473,2024-04-03,CUST0072,Paid,Shipped,Amazon Ads
ORD00474,2023-10-07,CUST0281,Paid,Shipped,Email
ORD00475,2024-11-30,CUST0333,Paid,Shipped,Email
ORD00476,2023-10-29,CUST0160,Paid,Returned,Google Ads
ORD00477,2024-06-14,CUST0187,Paid,Delivered,Flipkart Ads
ORD00478,2024-08-02,CUST0486,Paid,Shipped,Flipkart Ads
ORD00479,2023-08-06,CUST0191,Paid,Shipped,Email
ORD00480,2023-04-12,CUST0422,Paid,Shipped,Amazon Ads
ORD00481,2024-07-07,CUST0120,Paid,Shipped,Direct
ORD00482,2023-10-15,CUST0220,Paid,Shipped,Google Ads
ORD00483,2023-06-16,CUST0053,Paid,Shipped,Flipkart Ads
ORD00484,2024-09-12,CUST0222,Paid,Shipped,Email
ORD00485,2023-02-05,CUST0451,Paid,Shipped,Amazon Ads
ORD00486,2023-12-19,CUST0412,Paid,Shipped,Amazon Ads
ORD00487,2024-11-06,CUST0131,Paid,Shipped,Amazon Ads
ORD00488,2023-03-14,CUST0237,Paid,Shipped,Direct
ORD00489,2024-10-09,CUST0246,Paid,Shipped,Instagram
ORD00490,2023-12-19,CUST0226,Paid,Shipped,Direct
ORD00491,2023-03-11,CUST0208,Paid,Shipped,Amazon Ads
ORD00492,2024-02-29,CUST0406,Paid,Shipped,Email
ORD00493,2024-12-08,CUST0096,Paid,Delivered,Google Ads
ORD00494,2024-07-14,CUST0422,Paid,Shipped,Direct
ORD00495,2024-10-03,CUST0200,Paid,Shipped,Email
ORD00496,2024-05-31,CUST0247,Paid,Shipped,Amazon Ads
ORD00497,2024-03-03,CUST0072,Paid,Shipped,Google Ads
ORD00498,2024-06-22,CUST0318,Paid,Shipped,Flipkart Ads
ORD00499,2023-06-09,CUST0185,Paid,Returned,Flipkart Ads
ORD00500,2023-05-29,CUST0006,Paid,Shipped,Email
ORD00501,2023-08-18,CUST0206,Paid,Returned,Google Ads
ORD00502,2024-12-12,CUST0032,Paid,Shipped,Email
ORD00503,2024-07-15,CUST0099,Pending,Shipped,Google Ads
ORD00504,2023-03-08,CUST0394,Paid,Shipped,Google Ads
ORD00505,2024-01-16,CUST0387,Paid,Shipped,Email
ORD00506,2023-02-27,CUST0256,Paid,Shipped,Google Ads
ORD00507,2023-09-16,CUST0187,Paid,Shipped,Direct
ORD00508,2023-12-08,CUST0076,Paid,Delivered,Amazon Ads
ORD00509,2023-05-10,CUST0177,Paid,Shipped,Google Ads
ORD00510,2024-12-27,CUST0315,Paid,Shipped,Direct
ORD00511,2023-06-21,CUST0287,Paid,Delivered,Google Ads
ORD00512,2024-09-05,CUST0349,Paid,Delivered,Direct
ORD00513,2023-07-28,CUST0255,Paid,Shipped,Email
ORD00514,2023-12-20,CUST0325,Paid,Delivered,Flipkart Ads
ORD00515,2024-04-15,CUST0190,Paid,Delivered,Instagram
ORD00516,2023-04-26,CUST0308,Paid,Shipped,Google Ads
ORD00517,2023-09-21,CUST0345,Paid,Shipped,Instagram
ORD00518,2024-10-23,CUST0127,Paid,Shipped,Google Ads
ORD00519,2024-03-17,CUST0425,Paid,Shipped,Email
ORD00520,2024-07-01,CUST0287,Paid,Shipped,Email
ORD00521,2024-03-28,CUST0254,Paid,Returned,Direct
ORD00522,2024-04-21,CUST0213,Paid,Shipped,Google Ads
ORD00523,2023-10-14,CUST0250,Paid,Shipped,Email
ORD00524,2023-10-30,CUST0084,Paid,Returned,Email
ORD00525,2023-11-07,CUST0487,Paid,Delivered,Google Ads
ORD00526,2023-07-27,CUST0383,Paid,Shipped,Direct
ORD00527,2024-09-09,CUST0406,Paid,Shipped,Direct
ORD00528,2024-03-21,CUST0388,Pending,Shipped,Direct
ORD00529,2024-10-31,CUST0013,Paid,Shipped,Direct
ORD00530,2024-09-24,CUST0045,Paid,Shipped,Flipkart Ads
ORD00531,2023-02-24,CUST0127,Paid,Shipped,Google Ads
ORD00532,2023-01-12,CUST0426,Paid,Delivered,Flipkart Ads
ORD00533,2024-10-18,CUST0114,Paid,Shipped,Email
ORD00534,2024-02-04,CUST0433,Paid,Shipped,Flipkart Ads
ORD00535,2024-10-09,CUST0276,Paid,Shipped,Direct
ORD00536,2024-05-29,CUST0500,Paid,Shipped,Email
ORD00537,2024-10-17,CUST0205,Paid,Shipped,Flipkart Ads
ORD00538,2024-06-25,CUST0337,Paid,Delivered,Flipkart Ads
ORD00539,2023-08-25,CUST0438,Paid,Shipped,Google Ads
ORD00540,2023-10-06,CUST0420,Paid,Shipped,Flipkart Ads
ORD00541,2023-12-14,CUST0481,Paid,Shipped,Email
ORD00542,2024-09-18,CUST0385,Paid,Shipped,Direct
ORD00543,2023-04-14,CUST0399,Paid,Shipped,Google Ads
ORD00544,2024-09-21,CUST0461,Failed,Shipped,Flipkart Ads
ORD00545,2024-05-31,CUST0273,Paid,Shipped,Google Ads
ORD00546,2023-09-05,CUST0408,Paid,Shipped,Instagram
ORD00547,2023-12-30,CUST0058,Paid,Shipped,Google Ads
ORD00548,2023-11-17,CUST0328,Paid,Shipped,Direct
ORD00549,2024-09-24,CUST0498,Paid,Shipped,Instagram
ORD00550,2023-10-13,CUST0219,Paid,Shipped,Instagram
ORD00551,2023-05-29,CUST0109,Pending,Shipped,Google Ads
ORD00552,2023-03-25,CUST0279,Paid,Shipped,Email
ORD00553,2024-02-10,CUST0174,Paid,Shipped,Direct
ORD00554,2024-03-31,CUST0328,Paid,Shipped,Email
ORD00555,2023-06-10,CUST0264,Paid,Shipped,Direct
ORD00556,2024-04-04,CUST0315,Paid,Returned,Direct
ORD00557,2024-07-03,CUST0474,Paid,Shipped,Email
ORD00558,2024-05-14,CUST0111,Paid,Shipped,Amazon Ads
ORD00559,2024-05-23,CUST0187,Paid,Shipped,Instagram
ORD00560,2024-10-15,CUST0269,Paid,Delivered,Google Ads
ORD00561,2024-04-25,CUST0423,Paid,Shipped,Email
ORD00562,2024-10-24,CUST0229,Paid,Shipped,Email
ORD00563,2023-04-24,CUST0497,Paid,Delivered,Google Ads
ORD00564,2024-07-31,CUST0156,Paid,Delivered,Instagram
ORD00565,2023-12-27,CUST0473,Paid,Shipped,Google Ads
ORD00566,2023-12-07,CUST0189,Paid,Shipped,Direct
ORD00567,2024-03-24,CUST0272,Paid,Delivered,Amazon Ads
ORD00568,2023-06-29,CUST0375,Paid,Shipped,Direct
ORD00569,2024-12-02,CUST0002,Paid,Shipped,Amazon Ads
ORD00570,2024-02-11,CUST0246,Paid,Shipped,Google Ads
ORD00571,2024-10-27,CUST0210,Paid,Shipped,Direct
ORD00572,2023-07-15,CUST0401,Paid,Shipped,Instagram
ORD00573,2024-04-10,CUST0286,Paid,Shipped,Direct
ORD00574,2023-11-07,CUST0359,Paid,Returned,Email
ORD00575,2023-09-19,CUST0013,Paid,Shipped,Amazon Ads
ORD00576,2024-02-23,CUST0096,Paid,Shipped,Amazon Ads
ORD00577,2024-02-10,CUST0498,Paid,Shipped,Instagram
ORD00578,2023-05-23,CUST0221,Paid,Returned,Amazon Ads
ORD00579,2023-12-08,CUST0238,Paid,Shipped,Amazon Ads
ORD00580,2023-11-12,CUST0094,Paid,Shipped,Instagram
ORD00581,2023-04-11,CUST0338,Paid,Shipped,Direct
ORD00582,2023-09-01,CUST0269,Paid,Shipped,Google Ads
ORD00583,2024-05-04,CUST0171,Failed,Delivered,Direct
ORD00584,2023-01-12,CUST0469,Paid,Shipped,Email
ORD00585,2023-08-27,CUST0094,Paid,Shipped,Email
ORD00586,2024-07-14,CUST0149,Paid,Shipped,Amazon Ads
ORD00587,2023-02-11,CUST0112,Paid,Shipped,Email
ORD00588,2024-11-08,CUST0055,Paid,Shipped,Google Ads
ORD00589,2024-08-16,CUST0337,Paid,Shipped,Amazon Ads
ORD00590,2024-03-04,CUST0424,Paid,Shipped,Email
ORD00591,2023-06-07,CUST0467,Paid,Shipped,Flipkart Ads
ORD00592,2023-08-04,CUST0116,Failed,Shipped,Flipkart Ads
ORD00593,2024-10-31,CUST0143,Pending,Shipped,Flipkart Ads
ORD00594,2024-04-06,CUST0201,Paid,Shipped,Flipkart Ads
ORD00595,2023-05-14,CUST0180,Paid,Shipped,Direct
ORD00596,2023-03-08,CUST0202,Paid,Shipped,Flipkart Ads
ORD00597,2023-01-07,CUST0364,Paid,Shipped,Amazon Ads
ORD00598,2024-06-09,CUST0479,Paid,Delivered,Instagram
ORD00599,2023-03-14,CUST0053,Paid,Shipped,Direct
ORD00600,2024-02-03,CUST0471,Paid,Shipped,Instagram
ORD00601,2024-02-09,CUST0384,Paid,Delivered,Amazon Ads
ORD00602,2024-11-05,CUST0180,Paid,Delivered,Amazon Ads
ORD00603,2024-07-31,CUST0414,Paid,Delivered,Google Ads
ORD00604,2023-05-10,CUST0417,Paid,Shipped,Direct
ORD00605,2024-04-10,CUST0313,Paid,Shipped,Instagram
ORD00606,2023-07-25,CUST0308,Paid,Shipped,Flipkart Ads
ORD00607,2023-09-23,CUST0137,Paid,Shipped,Amazon Ads
ORD00608,2024-06-20,CUST0182,Paid,Shipped,Flipkart Ads
ORD00609,2023-09-10,CUST0367,Paid,Delivered,Instagram
ORD00610,2023-10-16,CUST0001,Paid,Shipped,Direct
ORD00611,2023-06-13,CUST0044,Paid,Shipped,Email
ORD00612,2023-04-05,CUST0227,Paid,Delivered,Email
ORD00613,2023-04-20,CUST0331,Paid,Shipped,Amazon Ads
ORD00614,2023-12-02,CUST0098,Pending,Shipped,Google Ads
ORD00615,2023-08-26,CUST0208,Paid,Shipped,Flipkart Ads
ORD00616,2024-01-16,CUST0265,Paid,Shipped,Amazon Ads
ORD00617,2024-03-11,CUST0288,Paid,Shipped,Google Ads
ORD00618,2024-04-27,CUST0271,Paid,Returned,Flipkart Ads
ORD00619,2023-01-25,CUST0140,Paid,Delivered,Instagram
ORD00620,2024-10-14,CUST0481,Paid,Delivered,Email
ORD00621,2023-04-27,CUST0237,Paid,Shipped,Google Ads
ORD00622,2024-04-26,CUST0462,Paid,Delivered,Flipkart Ads
ORD00623,2024-01-27,CUST0441,Paid,Shipped,Amazon Ads
ORD00624,2024-06-20,CUST0392,Paid,Shipped,Flipkart Ads
ORD00625,2023-03-20,CUST0072,Paid,Shipped,Amazon Ads
ORD00626,2024-08-02,CUST0155,Paid,Shipped,Email
ORD00627,2023-06-22,CUST0190,Paid,Shipped,Email
ORD00628,2023-01-12,CUST0268,Paid,Shipped,Flipkart Ads
ORD00629,2023-05-08,CUST0321,Paid,Shipped,Flipkart Ads
ORD00630,2024-08-30,CUST0107,Paid,Shipped,Amazon Ads
ORD00631,2023-04-02,CUST0232,Paid,Shipped,Amazon Ads
ORD00632,2024-10-14,CUST0042,Paid,Shipped,Google Ads
ORD00633,2024-06-26,CUST0190,Paid,Shipped,Google Ads
ORD00634,2024-06-15,CUST0371,Paid,Shipped,Google Ads
ORD00635,2024-10-19,CUST0139,Paid,Shipped,Flipkart Ads
ORD00636,2024-03-22,CUST0103,Paid,Shipped,Direct
ORD00637,2024-01-25,CUST0171,Paid,Shipped,Direct
ORD00638,2024-11-02,CUST0351,Paid,Shipped,Direct
ORD00639,2023-02-12,CUST0273,Paid,Returned,Direct
ORD00640,2023-09-11,CUST0481,Paid,Shipped,Google Ads
ORD00641,2023-05-10,CUST0416,Paid,Shipped,Flipkart Ads
ORD00642,2023-03-01,CUST0221,Failed,Shipped,Direct
ORD00643,2024-10-24,CUST0213,Paid,Shipped,Email
ORD00644,2024-04-11,CUST0341,Paid,Shipped,Instagram
ORD00645,2023-10-14,CUST0424,Paid,Shipped,Email
ORD00646,2024-05-31,CUST0407,Paid,Shipped,Flipkart Ads
ORD00647,2024-04-11,CUST0056,Paid,Returned,Flipkart Ads
ORD00648,2023-12-11,CUST0390,Paid,Shipped,Instagram
ORD00649,2024-10-03,CUST0342,Paid,Shipped,Amazon Ads
ORD00650,2024-01-17,CUST0434,Pending,Delivered,Amazon Ads
ORD00651,2024-11-20,CUST0102,Paid,Shipped,Amazon Ads
ORD00652,2023-09-10,CUST0421,Paid,Delivered,Google Ads
ORD00653,2023-02-25,CUST0493,Paid,Shipped,Amazon Ads
ORD00654,2024-04-07,CUST0192,Paid,Shipped,Google Ads
ORD00655,2024-04-01,CUST0499,Paid,Delivered,Google Ads
ORD00656,2023-03-24,CUST0310,Paid,Delivered,Amazon Ads
ORD00657,2023-04-09,CUST0200,Paid,Delivered,Amazon Ads
ORD00658,2023-05-29,CUST0233,Paid,Shipped,Instagram
ORD00659,2023-11-25,CUST0433,Paid,Returned,Direct
ORD00660,2023-06-05,CUST0227,Paid,Returned,Instagram
ORD00661,2023-07-09,CUST0371,Paid,Shipped,Google Ads
ORD00662,2024-05-08,CUST0139,Paid,Shipped,Instagram
ORD00663,2023-09-20,CUST0344,Pending,Shipped,Google Ads
ORD00664,2023-03-21,CUST0305,Paid,Returned,Flipkart Ads
ORD00665,2024-02-04,CUST0149,Paid,Shipped,Google Ads
ORD00666,2024-08-31,CUST0115,Paid,Shipped,Google Ads
ORD00667,2023-09-17,CUST0450,Pending,Shipped,Instagram
ORD00668,2024-09-06,CUST0063,Paid,Shipped,Direct
ORD00669,2024-07-05,CUST0104,Paid,Shipped,Flipkart Ads
ORD00670,2023-04-11,CUST0339,Paid,Shipped,Email
ORD00671,2023-12-25,CUST0359,Paid,Returned,Email
ORD00672,2024-01-15,CUST0156,Paid,Shipped,Direct
ORD00673,2023-08-09,CUST0273,Paid,Shipped,Email
ORD00674,2024-02-24,CUST0006,Paid,Shipped,Flipkart Ads
ORD00675,2023-05-04,CUST0147,Failed,Shipped,Amazon Ads
ORD00676,2024-02-26,CUST0184,Paid,Shipped,Flipkart Ads
ORD00677,2023-08-19,CUST0486,Paid,Shipped,Instagram
ORD00678,2024-11-20,CUST0028,Paid,Shipped,Google Ads
ORD00679,2023-03-04,CUST0450,Paid,Returned,Google Ads
ORD00680,2024-04-29,CUST0038,Paid,Shipped,Instagram
ORD00681,2024-09-19,CUST0119,Paid,Shipped,Instagram
ORD00682,2024-12-03,CUST0293,Paid,Shipped,Google Ads
ORD00683,2024-07-27,CUST0371,Paid,Shipped,Direct
ORD00684,2024-04-27,CUST0244,Paid,Returned,Amazon Ads
ORD00685,2024-06-02,CUST0068,Paid,Shipped,Amazon Ads
ORD00686,2023-06-04,CUST0214,Paid,Shipped,Amazon Ads
ORD00687,2023-04-02,CUST0218,Paid,Shipped,Instagram
ORD00688,2024-06-09,CUST0177,Paid,Shipped,Google Ads
ORD00689,2024-03-30,CUST0299,Paid,Shipped,Direct
ORD00690,2024-08-20,CUST0164,Paid,Shipped,Google Ads
ORD00691,2024-10-06,CUST0058,Paid,Shipped,Google Ads
ORD00692,2024-05-24,CUST0269,Paid,Shipped,Direct
ORD00693,2023-07-02,CUST0308,Paid,Shipped,Flipkart Ads
ORD00694,2024-01-21,CUST0058,Paid,Delivered,Direct
ORD00695,2024-07-27,CUST0288,Paid,Shipped,Flipkart Ads
ORD00696,2024-12-31,CUST0465,Paid,Shipped,Email
ORD00697,2024-02-09,CUST0105,Paid,Shipped,Flipkart Ads
ORD00698,2023-09-03,CUST0228,Pending,Shipped,Amazon Ads
ORD00699,2024-08-13,CUST0247,Paid,Shipped,Amazon Ads
ORD00700,2024-10-22,CUST0188,Paid,Shipped,Direct
ORD00701,2024-10-11,CUST0494,Pending,Shipped,Amazon Ads
ORD00702,2024-04-15,CUST0083,Paid,Shipped,Amazon Ads
ORD00703,2024-02-27,CUST0186,Pending,Shipped,Email
ORD00704,2023-03-06,CUST0252,Failed,Shipped,Amazon Ads
ORD00705,2023-01-13,CUST0355,Paid,Delivered,Instagram
ORD00706,2023-08-01,CUST0238,Paid,Shipped,Instagram
ORD00707,2023-08-30,CUST0360,Paid,Shipped,Instagram
ORD00708,2024-05-07,CUST0184,Paid,Shipped,Flipkart Ads
ORD00709,2023-08-01,CUST0284,Paid,Shipped,Direct
ORD00710,2024-11-23,CUST0385,Paid,Shipped,Direct
ORD00711,2023-12-04,CUST0426,Paid,Shipped,Google Ads
ORD00712,2023-06-22,CUST0210,Paid,Delivered,Email
ORD00713,2024-11-02,CUST0304,Paid,Delivered,Instagram
ORD00714,2023-06-13,CUST0296,Paid,Shipped,Instagram
ORD00715,2024-04-09,CUST0097,Paid,Shipped,Amazon Ads
ORD00716,2024-05-11,CUST0447,Paid,Shipped,Instagram
ORD00717,2024-11-30,CUST0460,Failed,Shipped,Amazon Ads
ORD00718,2024-01-30,CUST0456,Failed,Shipped,Amazon Ads
ORD00719,2024-12-03,CUST0472,Paid,Shipped,Google Ads
ORD00720,2023-11-04,CUST0208,Paid,Shipped,Flipkart Ads
ORD00721,2023-07-02,CUST0370,Paid,Shipped,Amazon Ads
ORD00722,2024-09-20,CUST0388,Paid,Shipped,Amazon Ads
ORD00723,2024-05-24,CUST0422,Paid,Delivered,Direct
ORD00724,2024-12-08,CUST0492,Paid,Shipped,Google Ads
ORD00725,2024-06-29,CUST0411,Pending,Returned,Amazon Ads
ORD00726,2024-07-17,CUST0137,Paid,Shipped,Email
ORD00727,2024-09-15,CUST0367,Paid,Shipped,Flipkart Ads
ORD00728,2024-08-16,CUST0400,Paid,Shipped,Email
ORD00729,2023-08-15,CUST0184,Paid,Shipped,Instagram
ORD00730,2024-03-11,CUST0076,Paid,Delivered,Flipkart Ads
ORD00731,2024-02-26,CUST0287,Paid,Shipped,Instagram
ORD00732,2024-07-07,CUST0472,Paid,Returned,Direct
ORD00733,2023-01-21,CUST0375,Paid,Shipped,Amazon Ads
ORD00734,2024-07-07,CUST0142,Paid,Delivered,Google Ads
ORD00735,2024-02-01,CUST0237,Paid,Shipped,Email
ORD00736,2024-09-16,CUST0025,Paid,Shipped,Instagram
ORD00737,2023-04-15,CUST0290,Paid,Shipped,Amazon Ads
ORD00738,2023-07-11,CUST0067,Paid,Shipped,Email
ORD00739,2023-01-17,CUST0250,Paid,Shipped,Email
ORD00740,2023-04-30,CUST0408,Paid,Shipped,Direct
ORD00741,2024-01-28,CUST0118,Paid,Delivered,Direct
ORD00742,2024-02-29,CUST0490,Paid,Shipped,Instagram
ORD00743,2023-05-09,CUST0073,Paid,Returned,Amazon Ads
ORD00744,2023-05-10,CUST0282,Paid,Delivered,Google Ads
ORD00745,2024-07-25,CUST0404,Pending,Shipped,Instagram
ORD00746,2024-07-13,CUST0448,Paid,Delivered,Email
ORD00747,2023-01-29,CUST0360,Paid,Shipped,Email
ORD00748,2023-04-07,CUST0010,Paid,Delivered,Flipkart Ads
ORD00749,2023-01-10,CUST0211,Paid,Shipped,Amazon Ads
ORD00750,2023-08-30,CUST0323,Paid,Shipped,Flipkart Ads
ORD00751,2023-08-20,CUST0152,Failed,Shipped,Direct
ORD00752,2023-10-11,CUST0005,Paid,Shipped,Google Ads
ORD00753,2024-12-15,CUST0195,Paid,Shipped,Instagram
ORD00754,2024-12-26,CUST0442,Failed,Shipped,Email
ORD00755,2023-07-19,CUST0283,Pending,Shipped,Amazon Ads
ORD00756,2023-03-20,CUST0464,Paid,Delivered,Email
ORD00757,2023-06-22,CUST0113,Paid,Shipped,Direct
ORD00758,2024-04-11,CUST0271,Paid,Shipped,Flipkart Ads
ORD00759,2024-08-03,CUST0163,Paid,Shipped,Flipkart Ads
ORD00760,2024-02-20,CUST0460,Paid,Shipped,Instagram
ORD00761,2024-03-24,CUST0105,Paid,Returned,Amazon Ads
ORD00762,2023-03-28,CUST0181,Paid,Shipped,Direct
ORD00763,2023-04-11,CUST0044,Paid,Shipped,Amazon Ads
ORD00764,2023-01-08,CUST0282,Paid,Shipped,Instagram
ORD00765,2023-07-19,CUST0175,Paid,Shipped,Direct
ORD00766,2024-05-19,CUST0162,Paid,Delivered,Direct
ORD00767,2023-03-28,CUST0471,Paid,Shipped,Flipkart Ads
ORD00768,2023-02-12,CUST0351,Paid,Returned,Flipkart Ads
ORD00769,2024-01-20,CUST0434,Paid,Shipped,Flipkart Ads
ORD00770,2024-09-12,CUST0340,Paid,Returned,Email
ORD00771,2024-03-10,CUST0140,Paid,Shipped,Google Ads
ORD00772,2024-02-12,CUST0471,Paid,Delivered,Flipkart Ads
ORD00773,2024-04-27,CUST0132,Paid,Delivered,Google Ads
ORD00774,2024-10-25,CUST0087,Paid,Returned,Google Ads
ORD00775,2023-01-17,CUST0176,Paid,Shipped,Amazon Ads
ORD00776,2024-10-06,CUST0183,Paid,Shipped,Instagram
ORD00777,2023-05-28,CUST0368,Paid,Shipped,Email
ORD00778,2023-10-04,CUST0129,Paid,Shipped,Google Ads
ORD00779,2023-08-20,CUST0246,Paid,Shipped,Email
ORD00780,2024-01-01,CUST0089,Pending,Shipped,Amazon Ads
ORD00781,2023-08-16,CUST0066,Paid,Shipped,Flipkart Ads
ORD00782,2024-10-12,CUST0158,Paid,Shipped,Direct
ORD00783,2024-03-11,CUST0387,Paid,Shipped,Google Ads
ORD00784,2024-02-03,CUST0378,Paid,Shipped,Instagram
ORD00785,2023-07-30,CUST0149,Pending,Shipped,Direct
ORD00786,2024-01-26,CUST0473,Paid,Shipped,Amazon Ads
ORD00787,2024-05-13,CUST0340,Paid,Shipped,Email
ORD00788,2024-06-23,CUST0433,Paid,Shipped,Flipkart Ads
ORD00789,2024-07-16,CUST0116,Paid,Delivered,Email
ORD00790,2024-05-05,CUST0214,Paid,Returned,Instagram
ORD00791,2024-03-17,CUST0469,Paid,Returned,Google Ads
ORD00792,2023-09-18,CUST0446,Paid,Delivered,Instagram
ORD00793,2023-12-16,CUST0481,Paid,Shipped,Email
ORD00794,2023-12-18,CUST0372,Pending,Shipped,Email
ORD00795,2024-06-03,CUST0294,Failed,Shipped,Direct
ORD00796,2023-11-16,CUST0253,Paid,Shipped,Instagram
ORD00797,2023-05-18,CUST0143,Paid,Shipped,Instagram
ORD00798,2024-07-03,CUST0250,Paid,Shipped,Instagram
ORD00799,2024-09-14,CUST0366,Paid,Shipped,Flipkart Ads
ORD00800,2024-01-03,CUST0436,Paid,Shipped,Email
ORD00801,2023-08-08,CUST0463,Paid,Shipped,Amazon Ads
ORD00802,2023-12-03,CUST0302,Paid,Shipped,Flipkart Ads
ORD00803,2023-08-11,CUST0025,Paid,Shipped,Flipkart Ads
ORD00804,2024-10-09,CUST0277,Paid,Shipped,Flipkart Ads
ORD00805,2023-12-26,CUST0472,Pending,Shipped,Direct
ORD00806,2023-11-25,CUST0377,Pending,Shipped,Amazon Ads
ORD00807,2024-04-07,CUST0378,Paid,Delivered,Instagram
ORD00808,2024-07-14,CUST0389,Paid,Shipped,Direct
ORD00809,2024-01-17,CUST0070,Failed,Shipped,Email
ORD00810,2024-08-12,CUST0113,Pending,Shipped,Google Ads
ORD00811,2024-09-08,CUST0363,Paid,Shipped,Direct
ORD00812,2023-06-18,CUST0112,Paid,Shipped,Google Ads
ORD00813,2023-08-05,CUST0364,Paid,Shipped,Email
ORD00814,2024-01-13,CUST0303,Paid,Shipped,Amazon Ads
ORD00815,2023-04-29,CUST0471,Paid,Delivered,Google Ads
ORD00816,2023-07-09,CUST0452,Paid,Delivered,Flipkart Ads
ORD00817,2024-01-05,CUST0091,Pending,Shipped,Direct
ORD00818,2023-05-29,CUST0018,Paid,Shipped,Google Ads
ORD00819,2024-11-06,CUST0149,Paid,Shipped,Email
ORD00820,2024-10-13,CUST0476,Paid,Shipped,Flipkart Ads
ORD00821,2024-05-02,CUST0227,Paid,Shipped,Google Ads
ORD00822,2024-01-09,CUST0214,Paid,Delivered,Email
ORD00823,2024-11-23,CUST0360,Paid,Shipped,Amazon Ads
ORD00824,2023-06-09,CUST0151,Paid,Delivered,Email
ORD00825,2023-12-17,CUST0192,Paid,Shipped,Amazon Ads
ORD00826,2023-10-15,CUST0451,Paid,Shipped,Flipkart Ads
